Model,GDT_TS,GDT_HA,Z_GDT_TS,Z_GDT_HA,LLG_Original_deltaLLG,LLG_B_from_rms_deltaLLG,LLG_const_B_deltaLLG,Z_LLG_Original_deltaLLG,Z_LLG_B_from_rms_deltaLLG,Z_LLG_const_B_deltaLLG
R1049TS018_5,69.59,48.51,0.1237040510201468,0.0,1.142497460311077,6.599920881060855,1.7378518073311096,-0.1632426961832275,-0.04889704312796934,-0.15533475632606114
R1049TS070_1,70.15,51.12,0.23468160267376376,0.4549473162020608,7.995095672131882,14.06990988037254,8.260287929877531,0.018466198025222678,0.09542126881313635,0.02112087850552738
R1049TS070_2,71.45,51.87,0.4923080618696588,0.5903231216555288,11.123118685244279,10.969988413518907,11.670802478078345,0.10141132120357568,0.035531564385521325,0.11338770924149366
R1049TS070_3,71.64,52.05,0.5299611597521353,0.6228133149643611,1.9859394310356713,7.456314492801567,2.3695772603842595,-0.140877324233507,-0.032351733567947946,-0.13824428372297387
R1049TS070_4,71.08,52.24,0.4189836080985183,0.6571085190125738,4.328966908850433,3.5468577323117945,4.950923566115389,-0.07874776126579747,-0.10788145661474438,-0.0684094716159703
R1049TS070_5,71.64,52.05,0.5299611597521353,0.6228133149643611,8.490707338584414,8.979559574721893,8.994977616348558,0.03160822752763062,-0.002923021033620397,0.04099690835001025
R1049TS071_1,72.2,52.05,0.6409387114057523,0.6228133149643611,11.381396720813953,15.876553516365702,11.901152354368692,0.1082600251244825,0.1303251702579309,0.11961951172916943
R1049TS071_2,69.03,47.76,0.012726499366529814,0.0,9.893292682140398,9.609980566283445,10.288821079251731,0.0688002857707211,0.009256554240557999,0.07600008282803754
R1049TS071_3,70.52,49.81,0.30800605644490137,0.2184909093433375,18.324432891406634,19.676805880966675,18.849053540898318,0.2923670435151676,0.20374509179462177,0.3075855249766233
R1049TS071_4,69.78,49.26,0.16135714890262334,0.1192153186774602,5.732422862520778,5.074071179937194,3.8534265176604947,-0.0415326172388514,-0.07837607625135122,-0.09810076100115427
R1049TS071_5,72.02,52.05,0.6052673555170884,0.6228133149643611,11.900039768294462,16.139193021101192,12.630570661125686,0.12201277287554947,0.13539929954727345,0.13935293156775852
R1049TS075_1,71.45,51.87,0.4923080618696588,0.5903231216555288,8.483591852753833,9.549118873112123,9.026395153010613,0.031419547698160896,0.008080721609322253,0.041846867057522004
R1049TS075_2,71.45,51.87,0.4923080618696588,0.5903231216555288,8.594331757751732,10.203432080952583,9.06555590849902,0.034356014284981314,0.020721888503276994,0.04290630801491289
R1049TS075_3,71.27,51.68,0.4566367059809949,0.5560279176073173,8.376384216532259,9.193518281115788,8.960274699859012,0.028576745533732257,0.0012106074542816239,0.040058068161372286
R1049TS075_4,71.08,51.31,0.4189836080985183,0.4892425202502736,8.594798787417474,9.3181115381922,8.985237106069773,0.03436839841162953,0.00361771789877745,0.040733392097411725
R1049TS075_5,71.64,51.49,0.5299611597521353,0.5217327135591058,8.737665448585702,9.949245181531326,9.383745316599823,0.038156763381773325,0.015811061426369715,0.05151448952075101
R1049TS081_1,65.3,44.22,0.0,0.0,7.65869585306662,0.0,8.181483794025636,0.00954595533117022,-0.17640585747660142,0.01898893983141246
R1049TS081_2,65.48,44.41,0.0,0.0,6.550513973525611,0.0,7.3456516693859975,-0.019839468662590183,-0.17640585747660142,-0.0036233610627421703
R1049TS081_3,65.11,43.28,0.0,0.0,6.325424041079328,0.0,6.54423774336837,-0.025808130687997474,-0.17640585747660142,-0.025304524422776233
R1049TS081_4,65.48,43.84,0.0,0.0,7.9626140775477126,13.723460081273545,8.492621691697504,0.017604890466896082,0.08872794567933934,0.027406352316921175
R1049TS081_5,65.3,44.03,0.0,0.0,3.7976219711441246,3.199671482039804,3.7264689270069464,-0.09283732234750822,-0.11458900780029938,-0.10153542587706181
R1049TS100_1,71.27,51.68,0.4566367059809949,0.5560279176073173,15.393679944560596,16.341543471415243,15.930548824155357,0.21465288886782427,0.13930865944225285,0.22862935079935762
R1049TS100_2,70.34,50.93,0.2723347005562404,0.4206521121538493,15.696595275540478,16.64445880239513,16.233464155135238,0.22268523048916614,0.14516090758239422,0.2368243129306859
R1049TS100_3,71.08,51.31,0.4189836080985183,0.4892425202502736,16.367813322455355,17.31567684931,16.904682202050118,0.24048377715826236,0.15812867172288844,0.25498320392685314
R1049TS100_4,68.84,47.95,0.0,0.0,8.464766903569924,9.412630430424572,9.001635783164685,0.030920370511055766,0.005443799165399955,0.0411770359940807
R1049TS100_5,69.03,47.95,0.012726499366529814,0.0,8.099587903595037,9.047451430449685,8.636456783189798,0.021236996377268218,-0.0016113674268899353,0.03129761501439678
R1049TS131_1,56.53,35.26,0.0,0.0,0.0,4.272228846555693,0.0,-0.19353805915824812,-0.09386746880992104,-0.20234997244229255
R1049TS131_2,55.41,33.58,0.0,0.0,0.0,1.0858336741494305,5.771687665146684,-0.19353805915824812,-0.15542782351744916,-0.046204815653007554
R1049TS131_3,40.86,23.51,0.0,0.0,0.0,0.0,0.0,-0.19353805915824812,-0.17640585747660142,-0.20234997244229255
R1049TS131_4,40.86,24.07,0.0,0.0,1.3632920398127482,2.912002435059579,1.8133275372148017,-0.15738793312134824,-0.12014670156152421,-0.15329286314676777
R1049TS131_5,37.5,24.44,0.0,0.0,0.0,0.5991458432072552,0.0,-0.19353805915824812,-0.1648305102162281,-0.20234997244229255
R1049TS149_1,72.2,52.05,0.6409387114057523,0.6228133149643611,7.636317631383079,2.2690958213334262,8.783551739341503,0.008952556770394646,-0.13256749592109826,0.03527706891484224
R1049TS149_2,66.6,44.59,0.0,0.0,3.4822522165164447,2.7245985502522974,4.046645947846711,-0.10119991528070156,-0.12376729756361798,-0.09287347221292835
R1049TS149_3,71.64,51.68,0.5299611597521353,0.5560279176073173,3.8374041635584746,0.1824588418130908,4.386328645978294,-0.09178242638405751,-0.17288079846358,-0.08368381898920088
R1049TS149_4,68.66,47.39,0.0,0.0,3.8454421978008924,8.456705038761388,6.266571673080845,-0.09156928353390764,-0.013024439392807162,-0.03281640216036139
R1049TS149_5,71.45,50.56,0.4923080618696588,0.35386671479680554,7.019926379160625,1.8964684337516093,7.586497130809308,-0.0073921594057115856,-0.13976656349185201,0.0028923852003527404
R1049TS192_1,63.62,42.16,0.0,0.0,3.6152910054139102,0.0,4.119244590940154,-0.09767215391630565,-0.17640585747660142,-0.0909094147021644
R1049TS192_2,68.47,47.02,0.0,0.0,4.9956245255276155,0.0,6.474316703826927,-0.06107014255862038,-0.17640585747660142,-0.027196143012603535
R1049TS192_3,62.69,40.48,0.0,0.0,9.127531963455638,0.0,9.510756906178441,0.04849477111491532,-0.17640585747660142,0.05495061526410508
R1049TS192_4,67.16,46.08,0.0,0.0,8.303914932691054,1.9142629754806268,9.14587483926888,0.0266550928957375,-0.13942277741340744,0.04507922740449471
R1049TS192_5,66.05,45.34,0.0,0.0,6.079520360297991,0.0,6.5389147528477185,-0.03232870646602661,-0.17640585747660142,-0.02544853068882111
R1049TS193_1,71.45,51.87,0.4923080618696588,0.5903231216555288,8.845438930337494,11.303151194782943,9.567598170853755,0.04101456995218208,0.04196818567078158,0.056488378341345756
R1049TS193_2,70.15,50.74,0.23468160267376376,0.3863569081056378,9.10399086606283,14.35160344984982,9.615305643437834,0.047870536825456805,0.1008635178492958,0.05777903910104788
R1049TS193_3,65.86,45.34,0.0,0.0,11.73561396983003,13.48453945861914,12.193328842076957,0.11765272883170429,0.08411205923659106,0.12752394906711573
R1049TS193_4,65.3,44.4,0.0,0.0,9.873725642599837,11.15453762809378,10.477653125382941,0.06828143073093267,0.03909700887546055,0.08110867691015511
R1049TS193_5,73.88,53.17,0.9738713663666004,0.8249745177748741,14.968465324970182,13.102217924568352,15.270850066403076,0.20337756293469755,0.07672570319001215,0.21078209849827376
R1049TS220_1,71.64,51.87,0.5299611597521353,0.5903231216555288,8.964712241752366,4.67496652641424,9.124540645671088,0.04417731506809889,-0.0860866779523149,0.04450205982413232
R1049TS220_2,71.64,51.87,0.5299611597521353,0.5903231216555288,9.005710226118552,2.2116379108247504,9.15032725796854,0.045264449929019845,-0.13367756832589556,0.04519968153442766
R1049TS220_3,71.64,51.87,0.5299611597521353,0.5903231216555288,8.926425585096311,5.167567812093726,9.071731446405549,0.04316207590933581,-0.07656974479273027,0.04307337879050182
R1049TS220_4,71.64,51.49,0.5299611597521353,0.5217327135591058,10.225730999739039,5.0130507750837126,9.279708682264838,0.07761548217011947,-0.07955497515243778,0.048699919931657884
R1049TS220_5,71.64,51.87,0.5299611597521353,0.5903231216555288,8.844346781669245,5.100850579447101,9.075829661234904,0.040985609677453516,-0.07785870497645075,0.04318425041665548
R1049TS236_1,69.78,48.88,0.16135714890262334,0.050624910581037234,5.5321003335580645,6.911654692336045,6.228323215638822,-0.0468445272761368,-0.042874424162620384,-0.033851162135385304
R1049TS236_2,69.4,48.7,0.08605095313767021,0.01813471727220497,0.0,7.946141950464183,4.723468449181466,-0.19353805915824812,-0.02288839006921109,-0.07456296032788416
R1049TS236_3,69.78,49.26,0.16135714890262334,0.1192153186774602,3.4557517159360724,4.870672167169719,3.9128308176405806,-0.10190262343716742,-0.08230569410966322,-0.09649365849102347
R1049TS236_4,69.78,48.88,0.16135714890262334,0.050624910581037234,8.546816828168247,11.118794680987806,9.14563424889465,0.033096070969157836,0.03840646411152454,0.045072718559268574
